#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Cluster_19_aln       -            569 PX447283.1           -           3899   2.8e-19   61.0   0.1   1   1   1.2e-19   4.6e-19   60.3   0.1    42   413  3347  3749  3332  3762 0.75 -
Cluster_61_aln       -            220 PX447283.1           -           3899   6.2e-15   47.6   0.1   1   1   3.3e-15   1.2e-14   46.6   0.1     3   216  2686  2894  2684  2897 0.90 -
Cluster_0_aln        -            903 PX447283.1           -           3899   4.5e-11   33.6   0.0   1   1   3.1e-10   1.1e-09   28.9   0.0   519   782  3509  3747  3483  3762 0.77 -
Cluster_20_aln       -            683 PX395944.1           -           3899         0 1341.3   0.1   1   1         0         0 1340.8   0.1     1   683  1590  2272  1590  2272 1.00 -
Cluster_18_aln       -            717 PX395944.1           -           3899         0 1327.7   1.9   1   1         0         0 1327.3   1.9     1   716  3181  3895  3181  3896 0.99 -
Cluster_36_aln       -            498 PX395944.1           -           3899  9.3e-247  811.6   0.7   1   1  3.6e-247  1.3e-246  811.1   0.7     1   498  2684  3180  2684  3180 0.99 -
Cluster_35_aln       -            454 PX395944.1           -           3899  4.1e-224  736.4   7.1   1   1  1.6e-224    6e-224  735.8   7.1     6   454  1142  1589  1137  1589 0.99 -
Cluster_23_aln       -            347 PX395944.1           -           3899  1.5e-188  618.3   1.7   1   1    4e-189  1.5e-188  618.3   1.7     2   347  2338  2683  2337  2683 1.00 -
Cluster_24_aln       -            374 PX395944.1           -           3899  1.2e-176  579.8   0.5   1   1  6.1e-177  2.3e-176  578.9   0.5     2   373   691  1061   690  1062 0.99 -
Cluster_26_aln       -            227 PX395944.1           -           3899  8.6e-120  390.7   4.5   1   1  3.6e-120  1.3e-119  390.1   3.3     1   227   268   494   268   494 0.99 -
Cluster_27_aln       -            198 PX395944.1           -           3899   9.4e-98  318.2   0.1   1   1     6e-98   2.2e-97  317.0   0.1     2   198   496   689   495   689 0.99 -
Cluster_32_aln       -            168 PX395944.1           -           3899   2.9e-85  276.3   0.0   1   1   2.4e-85     9e-85  274.7   0.0     1   168     1   168     1   168 1.00 -
Cluster_28_aln       -            101 PX395944.1           -           3899   8.3e-47  149.7   5.4   1   1   6.3e-47   2.3e-46  148.3   5.4     2   100   168   266   167   267 0.96 -
Cluster_21_aln       -            629 PX395944.1           -           3899   2.7e-36  117.2   2.0   1   1   1.2e-36   4.5e-36  116.4   2.0    99   480  1708  2109  1651  2116 0.78 -
Cluster_29_aln       -             64 PX395944.1           -           3899   2.8e-35  112.5   0.2   1   1   2.1e-35   7.6e-35  111.1   0.2     1    64  2273  2336  2273  2336 0.99 -
Cluster_38_aln       -             70 PX395944.1           -           3899   1.2e-34  110.3   1.0   1   1   3.3e-35   1.2e-34  110.3   1.0     2    70  1064  1132  1063  1132 0.98 -
Cluster_58_aln       -            487 PX395944.1           -           3899   1.4e-33  108.1   0.4   1   1   6.7e-34   2.4e-33  107.3   0.4     1   478  2684  3166  2684  3176 0.82 -
Cluster_11_aln       -            627 PX395944.1           -           3899   3.7e-33  106.8   3.2   1   1   1.6e-33   5.8e-33  106.2   3.2    48   479  1649  2110  1632  2118 0.73 -
Cluster_57_aln       -            456 PX395944.1           -           3899   1.2e-27   88.8  10.0   1   1   1.3e-27   4.8e-27   86.9  10.0   133   456  1258  1589  1139  1589 0.74 -
Cluster_10_aln       -            594 PX395944.1           -           3899   7.6e-23   72.9   0.1   1   1   3.6e-23   1.3e-22   72.1   0.1    79   400  3383  3708  3336  3719 0.79 -
Cluster_1_aln        -            621 PX395944.1           -           3899   6.5e-22   69.7   0.1   1   1     3e-22   1.1e-21   68.9   0.1   110   468  1724  2101  1697  2120 0.75 -
Cluster_19_aln       -            569 PX395944.1           -           3899   1.5e-19   61.8   0.0   1   1   6.8e-20   2.5e-19   61.1   0.0    42   413  3347  3749  3332  3762 0.74 -
Cluster_61_aln       -            220 PX395944.1           -           3899   2.8e-13   42.2   0.1   1   1   1.5e-13   5.4e-13   41.2   0.1     3   216  2686  2894  2684  2897 0.87 -
Cluster_0_aln        -            903 PX395944.1           -           3899   7.8e-10   29.5   0.0   1   1   4.9e-09   1.8e-08   25.0   0.0   522   782  3512  3747  3484  3761 0.79 -
Cluster_20_aln       -            683 PP874933.1           -           3899         0 1367.1   0.1   1   1         0         0 1366.7   0.1     1   683  1590  2272  1590  2272 1.00 -
Cluster_18_aln       -            717 PP874933.1           -           3899         0 1328.2   1.7   1   1         0         0 1327.8   1.7     1   716  3181  3895  3181  3896 0.99 -
Cluster_36_aln       -            498 PP874933.1           -           3899    3e-249  819.8   0.6   1   1  1.2e-249  4.3e-249  819.3   0.6     1   498  2684  3180  2684  3180 0.99 -
Cluster_35_aln       -            454 PP874933.1           -           3899  7.3e-224  735.5   6.9   1   1  2.9e-224  1.1e-223  735.0   6.9     6   454  1142  1589  1137  1589 0.99 -
Cluster_23_aln       -            347 PP874933.1           -           3899  3.7e-189  620.2   1.6   1   1    1e-189  3.7e-189  620.2   1.6     2   347  2338  2683  2337  2683 1.00 -
Cluster_24_aln       -            374 PP874933.1           -           3899  1.8e-175  575.9   0.2   1   1    9e-176  3.3e-175  575.1   0.2     2   373   691  1061   690  1062 0.99 -
Cluster_26_aln       -            227 PP874933.1           -           3899  3.5e-121  395.3   3.5   1   1  2.1e-121  7.8e-121  394.1   3.5     1   227   268   494   268   494 0.99 -
Cluster_27_aln       -            198 PP874933.1           -           3899   1.5e-98  320.7   0.2   1   1     1e-98   3.7e-98  319.5   0.2     2   198   496   689   495   689 0.99 -
Cluster_32_aln       -            168 PP874933.1           -           3899   3.9e-85  275.9   0.0   1   1   2.4e-85   8.8e-85  274.8   0.0     1   168     1   168     1   168 1.00 -
Cluster_28_aln       -            101 PP874933.1           -           3899   4.7e-47  150.5   6.5   1   1   2.8e-47     1e-46  149.4   6.5     2   100   168   266   167   267 0.96 -
Cluster_21_aln       -            629 PP874933.1           -           3899   2.7e-36  117.2   2.4   1   1   1.2e-36   4.4e-36  116.4   2.4    99   480  1708  2109  1651  2116 0.76 -
Cluster_29_aln       -             64 PP874933.1           -           3899   2.8e-35  112.5   0.2   1   1   2.1e-35   7.6e-35  111.1   0.2     1    64  2273  2336  2273  2336 0.99 -
Cluster_38_aln       -             70 PP874933.1           -           3899   1.2e-34  110.3   1.0   1   1   3.3e-35   1.2e-34  110.3   1.0     2    70  1064  1132  1063  1132 0.98 -
Cluster_11_aln       -            627 PP874933.1           -           3899   3.9e-34  110.1   3.8   1   1   1.7e-34   6.3e-34  109.4   3.8    48   479  1649  2110  1632  2118 0.73 -
Cluster_58_aln       -            487 PP874933.1           -           3899   5.6e-33  106.1   0.3   1   1   2.7e-33   9.9e-33  105.3   0.3     1   478  2684  3166  2684  3176 0.81 -
Cluster_57_aln       -            456 PP874933.1           -           3899   2.3e-27   87.9   8.8   1   1   1.8e-27   6.5e-27   86.5   8.8   133   456  1258  1589  1137  1589 0.71 -
Cluster_10_aln       -            594 PP874933.1           -           3899   1.1e-22   72.3   0.1   1   1   5.5e-23     2e-22   71.5   0.1    67   400  3371  3708  3336  3719 0.79 -
Cluster_1_aln        -            621 PP874933.1           -           3899     3e-21   67.5   0.0   1   1   1.4e-21   5.2e-21   66.7   0.0   110   468  1724  2101  1697  2120 0.76 -
Cluster_19_aln       -            569 PP874933.1           -           3899   1.1e-19   62.3   0.0   1   1   5.1e-20   1.9e-19   61.6   0.0    42   413  3347  3749  3332  3762 0.75 -
Cluster_61_aln       -            220 PP874933.1           -           3899   4.5e-13   41.5   0.1   1   1   2.4e-13   8.7e-13   40.5   0.1     3   216  2686  2894  2684  2897 0.88 -
Cluster_0_aln        -            903 PP874933.1           -           3899   5.6e-10   30.0   0.0   1   1   3.6e-09   1.3e-08   25.4   0.0   522   782  3512  3747  3484  3762 0.79 -
Cluster_20_aln       -            683 NC_038912.1          -           3899         0 1367.0   0.1   1   1         0         0 1366.3   0.1     1   683  1590  2272  1590  2272 1.00 -
Cluster_18_aln       -            717 NC_038912.1          -           3899         0 1331.7   4.5   1   1         0         0 1331.3   4.5     1   716  3181  3895  3181  3896 0.99 -
Cluster_36_aln       -            498 NC_038912.1          -           3899  1.8e-253  833.8   0.1   1   1  7.2e-254  2.7e-253  833.2   0.1     1   498  2684  3180  2684  3180 1.00 -
Cluster_35_aln       -            454 NC_038912.1          -           3899  1.3e-225  741.3   5.5   1   1  5.6e-226    2e-225  740.7   5.5     8   454  1144  1589  1138  1589 0.99 -
Cluster_23_aln       -            347 NC_038912.1          -           3899  1.4e-188  618.3   2.3   1   1  3.9e-189  1.4e-188  618.3   2.3     2   347  2338  2683  2337  2683 1.00 -
Cluster_24_aln       -            374 NC_038912.1          -           3899  2.9e-174  572.0   0.2   1   1  1.5e-174  5.3e-174  571.1   0.2     1   373   690  1061   690  1062 0.99 -
Cluster_26_aln       -            227 NC_038912.1          -           3899  2.6e-121  395.7   1.8   1   1  1.7e-121  6.2e-121  394.5   1.8     1   227   268   494   268   494 0.99 -
Cluster_27_aln       -            198 NC_038912.1          -           3899   2.2e-99  323.5   0.3   1   1   1.4e-99   5.3e-99  322.2   0.3     2   198   496   689   495   689 0.99 -
Cluster_32_aln       -            168 NC_038912.1          -           3899   9.2e-87  281.2   0.0   1   1   5.9e-87   2.2e-86  280.0   0.0     1   168     1   168     1   168 1.00 -
Cluster_28_aln       -            101 NC_038912.1          -           3899   8.3e-49  156.1   6.1   1   1   4.8e-49   1.8e-48  155.1   6.1     1   100   167   266   167   267 0.97 -
Cluster_21_aln       -            629 NC_038912.1          -           3899   1.3e-36  118.2   2.7   1   1     6e-37   2.2e-36  117.5   2.7    99   480  1708  2109  1651  2116 0.78 -
Cluster_38_aln       -             70 NC_038912.1          -           3899   7.5e-36  114.1   1.6   1   1   2.1e-36   7.5e-36  114.1   1.6     3    70  1065  1132  1063  1132 0.98 -
Cluster_29_aln       -             64 NC_038912.1          -           3899   9.4e-36  114.0   0.2   1   1   7.5e-36   2.7e-35  112.6   0.2     1    64  2273  2336  2273  2336 0.99 -
Cluster_11_aln       -            627 NC_038912.1          -           3899   1.5e-34  111.4   4.1   1   1   6.4e-35   2.4e-34  110.8   4.1    48   479  1649  2110  1632  2118 0.73 -
Cluster_58_aln       -            487 NC_038912.1          -           3899   2.2e-32  104.1   0.0   1   1   1.1e-32   4.1e-32  103.3   0.0     1   478  2684  3166  2684  3176 0.79 -
Cluster_57_aln       -            456 NC_038912.1          -           3899     1e-27   89.1   9.6   1   1   1.7e-27   6.1e-27   86.5   9.6   141   456  1266  1589  1144  1589 0.75 -
Cluster_10_aln       -            594 NC_038912.1          -           3899   8.1e-23   72.8   0.1   1   1   3.9e-23   1.4e-22   72.0   0.1   106   400  3407  3708  3339  3719 0.79 -
Cluster_1_aln        -            621 NC_038912.1          -           3899   1.3e-21   68.8   0.0   1   1   5.9e-22   2.2e-21   68.0   0.0   110   468  1724  2101  1697  2120 0.76 -
Cluster_19_aln       -            569 NC_038912.1          -           3899     1e-19   62.4   0.0   1   1   4.4e-20   1.6e-19   61.7   0.0    42   413  3347  3749  3332  3762 0.75 -
Cluster_61_aln       -            220 NC_038912.1          -           3899   1.5e-14   46.3   0.1   1   1   7.9e-15   2.9e-14   45.4   0.1     3   216  2686  2894  2684  2897 0.90 -
Cluster_0_aln        -            903 NC_038912.1          -           3899   1.8e-10   31.6   0.0   1   1   1.2e-09   4.5e-09   27.0   0.0   522   782  3512  3747  3484  3761 0.79 -
Cluster_20_aln       -            683 NC_002657.1          -           3899         0 1367.0   0.1   1   1         0         0 1366.3   0.1     1   683  1590  2272  1590  2272 1.00 -
Cluster_18_aln       -            717 NC_002657.1          -           3899         0 1333.4   4.7   1   1         0         0 1333.1   4.7     1   716  3181  3895  3181  3896 0.99 -
Cluster_36_aln       -            498 NC_002657.1          -           3899  3.1e-253  833.0   0.1   1   1  1.2e-253  4.4e-253  832.4   0.1     1   498  2684  3180  2684  3180 1.00 -
Cluster_35_aln       -            454 NC_002657.1          -           3899  2.3e-226  743.8   5.5   1   1  9.7e-227  3.5e-226  743.2   5.5     8   454  1144  1589  1138  1589 0.99 -
Cluster_23_aln       -            347 NC_002657.1          -           3899  5.1e-189  619.8   2.2   1   1  1.4e-189  5.1e-189  619.8   2.2     2   347  2338  2683  2337  2683 1.00 -
Cluster_24_aln       -            374 NC_002657.1          -           3899  2.5e-171  562.3   0.1   1   1  1.3e-171  4.6e-171  561.4   0.1     2   373   691  1061   690  1062 0.99 -
Cluster_26_aln       -            227 NC_002657.1          -           3899  5.7e-121  394.6   1.9   1   1  3.7e-121  1.3e-120  393.4   1.9     1   227   268   494   268   494 0.99 -
Cluster_27_aln       -            198 NC_002657.1          -           3899   1.5e-99  324.0   0.2   1   1     1e-99   3.7e-99  322.7   0.2     2   198   496   689   495   689 0.99 -
Cluster_32_aln       -            168 NC_002657.1          -           3899     7e-87  281.6   0.0   1   1   4.6e-87   1.7e-86  280.4   0.0     1   168     1   168     1   168 1.00 -
Cluster_28_aln       -            101 NC_002657.1          -           3899   2.8e-48  154.4   5.8   1   1   1.6e-48     6e-48  153.4   5.8     1   100   167   266   167   267 0.97 -
Cluster_21_aln       -            629 NC_002657.1          -           3899   1.3e-36  118.2   2.7   1   1     6e-37   2.2e-36  117.5   2.7    99   480  1708  2109  1651  2116 0.78 -
Cluster_38_aln       -             70 NC_002657.1          -           3899   1.1e-35  113.6   1.8   1   1     3e-36   1.1e-35  113.6   1.8     3    70  1065  1132  1063  1132 0.98 -
Cluster_29_aln       -             64 NC_002657.1          -           3899   1.1e-35  113.8   0.2   1   1   7.5e-36   2.7e-35  112.6   0.2     1    64  2273  2336  2273  2336 0.99 -
Cluster_11_aln       -            627 NC_002657.1          -           3899   1.5e-34  111.4   4.1   1   1   6.4e-35   2.4e-34  110.8   4.1    48   479  1649  2110  1632  2118 0.73 -
Cluster_58_aln       -            487 NC_002657.1          -           3899   1.1e-32  105.1   0.0   1   1     6e-33   2.2e-32  104.2   0.0     1   478  2684  3166  2684  3176 0.79 -
Cluster_57_aln       -            456 NC_002657.1          -           3899   6.5e-28   89.7   8.6   1   1   1.1e-27   3.9e-27   87.2   8.7   198   456  1327  1589  1144  1589 0.79 -
Cluster_10_aln       -            594 NC_002657.1          -           3899   1.7e-22   71.7   0.1   1   1   8.1e-23     3e-22   70.9   0.1   106   400  3407  3708  3335  3719 0.79 -
Cluster_1_aln        -            621 NC_002657.1          -           3899   1.3e-21   68.8   0.0   1   1   5.9e-22   2.2e-21   68.0   0.0   110   468  1724  2101  1697  2120 0.76 -
Cluster_19_aln       -            569 NC_002657.1          -           3899   1.3e-19   62.0   0.0   1   1   5.9e-20   2.2e-19   61.3   0.0    42   413  3347  3749  3332  3762 0.75 -
Cluster_61_aln       -            220 NC_002657.1          -           3899   2.9e-14   45.3   0.1   1   1   1.6e-14   5.7e-14   44.4   0.1     3   216  2686  2894  2684  2897 0.90 -
Cluster_0_aln        -            903 NC_002657.1          -           3899   1.6e-10   31.8   0.0   1   1   1.1e-09   3.9e-09   27.2   0.0   522   782  3512  3747  3484  3762 0.79 -
Cluster_20_aln       -            683 PQ282313.1           -           3899         0 1356.4   0.2   1   1         0         0 1355.9   0.2     1   683  1590  2272  1590  2272 1.00 -
Cluster_18_aln       -            717 PQ282313.1           -           3899         0 1331.5   4.0   1   1         0         0 1331.1   4.0     1   716  3181  3895  3181  3896 0.99 -
Cluster_36_aln       -            498 PQ282313.1           -           3899  2.5e-251  826.7   0.0   1   1    1e-251  3.6e-251  826.1   0.0     1   498  2684  3180  2684  3180 0.99 -
Cluster_35_aln       -            454 PQ282313.1           -           3899  3.9e-225  739.7   7.0   1   1  1.6e-225    6e-225  739.1   7.0     8   454  1144  1589  1138  1589 0.99 -
Cluster_23_aln       -            347 PQ282313.1           -           3899  9.9e-187  612.2   1.5   1   1  2.7e-187  9.9e-187  612.2   1.5     2   347  2338  2683  2337  2683 1.00 -
Cluster_24_aln       -            374 PQ282313.1           -           3899  6.1e-173  567.6   0.1   1   1  3.8e-173  1.4e-172  566.4   0.1     2   373   691  1061   690  1062 0.99 -
Cluster_26_aln       -            227 PQ282313.1           -           3899  3.4e-119  388.8   2.1   1   1  2.1e-119  7.7e-119  387.6   2.1     1   227   268   494   268   494 0.99 -
Cluster_27_aln       -            198 PQ282313.1           -           3899   2.8e-98  319.9   0.3   1   1   1.9e-98   6.9e-98  318.6   0.3     2   198   496   689   495   689 0.99 -
Cluster_32_aln       -            168 PQ282313.1           -           3899   1.4e-83  270.8   0.0   1   1   1.1e-83   4.1e-83  269.3   0.0     1   168     1   168     1   168 1.00 -
Cluster_28_aln       -            101 PQ282313.1           -           3899   3.5e-48  154.1   5.5   1   1     2e-48   7.2e-48  153.1   5.5     1   100   167   266   167   267 0.97 -
Cluster_21_aln       -            629 PQ282313.1           -           3899   7.9e-37  118.9   1.9   1   1   3.7e-37   1.3e-36  118.2   1.9    90   480  1696  2109  1614  2116 0.77 -
Cluster_29_aln       -             64 PQ282313.1           -           3899   1.2e-35  113.7   0.2   1   1   7.5e-36   2.7e-35  112.6   0.2     1    64  2273  2336  2273  2336 0.99 -
Cluster_38_aln       -             70 PQ282313.1           -           3899   2.4e-35  112.5   1.8   1   1   6.5e-36   2.4e-35  112.5   1.8     3    70  1065  1132  1063  1132 0.98 -
Cluster_11_aln       -            627 PQ282313.1           -           3899   9.3e-35  112.1   3.9   1   1     4e-35   1.5e-34  111.4   3.9    45   479  1646  2110  1631  2118 0.75 -
Cluster_58_aln       -            487 PQ282313.1           -           3899   7.3e-32  102.5   0.0   1   1   3.8e-32   1.4e-31  101.5   0.0     1   478  2684  3166  2684  3176 0.79 -
Cluster_57_aln       -            456 PQ282313.1           -           3899   5.9e-27   86.6  11.5   1   1   1.2e-26   4.5e-26   83.7  11.6   134   456  1259  1589  1144  1589 0.73 -
Cluster_10_aln       -            594 PQ282313.1           -           3899   2.5e-22   71.2   0.1   1   1   1.2e-22   4.4e-22   70.4   0.1   114   400  3415  3708  3338  3719 0.81 -
Cluster_1_aln        -            621 PQ282313.1           -           3899     1e-21   69.1   0.1   1   1   4.6e-22   1.7e-21   68.3   0.1   109   468  1723  2101  1644  2120 0.77 -
Cluster_19_aln       -            569 PQ282313.1           -           3899   7.2e-19   59.6   0.0   1   1   3.3e-19   1.2e-18   58.9   0.0    42   413  3347  3749  3332  3761 0.75 -
Cluster_61_aln       -            220 PQ282313.1           -           3899   2.4e-14   45.6   0.1   1   1   1.3e-14   4.7e-14   44.7   0.1     3   216  2686  2894  2684  2897 0.89 -
Cluster_0_aln        -            903 PQ282313.1           -           3899   2.5e-10   31.1   0.0   1   1   1.7e-09   6.1e-09   26.5   0.0   522   782  3512  3747  3484  3761 0.79 -
Cluster_20_aln       -            683 OR428229.1           -           3899         0 1362.6   0.1   1   1         0         0 1362.1   0.1     1   683  1590  2272  1590  2272 1.00 -
Cluster_18_aln       -            717 OR428229.1           -           3899         0 1324.2   3.6   1   1         0         0 1323.8   3.6     1   716  3181  3895  3181  3896 0.99 -
Cluster_36_aln       -            498 OR428229.1           -           3899  1.8e-250  823.8   0.0   1   1  7.3e-251  2.7e-250  823.3   0.0     1   498  2684  3180  2684  3180 1.00 -
Cluster_35_aln       -            454 OR428229.1           -           3899  1.7e-224  737.6   6.3   1   1  6.9e-225  2.5e-224  737.1   6.3     8   454  1144  1589  1138  1589 0.99 -
Cluster_23_aln       -            347 OR428229.1           -           3899  3.5e-186  610.5   2.9   1   1  9.4e-187  3.5e-186  610.5   2.9     2   347  2338  2683  2337  2683 0.99 -
Cluster_24_aln       -            374 OR428229.1           -           3899  1.1e-171  563.5   0.3   1   1  6.6e-172  2.4e-171  562.4   0.3     2   373   691  1061   690  1062 0.99 -
Cluster_26_aln       -            227 OR428229.1           -           3899  3.9e-120  391.9   2.2   1   1  2.4e-120  8.9e-120  390.7   2.2     1   227   268   494   268   494 0.99 -
Cluster_27_aln       -            198 OR428229.1           -           3899   8.2e-97  315.1   0.6   1   1   5.8e-97   2.1e-96  313.7   0.6     2   198   496   689   495   689 0.99 -
Cluster_32_aln       -            168 OR428229.1           -           3899     2e-84  273.6   0.0   1   1   1.3e-84   4.8e-84  272.4   0.0     1   168     1   168     1   168 1.00 -
Cluster_28_aln       -            101 OR428229.1           -           3899     1e-48  155.8   5.2   1   1     6e-49   2.2e-48  154.8   5.2     1   100   167   266   167   267 0.97 -
Cluster_21_aln       -            629 OR428229.1           -           3899   2.3e-36  117.4   2.8   1   1     1e-36   3.8e-36  116.6   2.8    99   480  1708  2109  1651  2116 0.78 -
Cluster_38_aln       -             70 OR428229.1           -           3899   2.8e-36  115.5   1.8   1   1     3e-36   1.1e-35  113.6   1.8     3    70  1065  1132  1063  1132 0.98 -
Cluster_29_aln       -             64 OR428229.1           -           3899   1.1e-35  113.8   0.2   1   1   7.5e-36   2.7e-35  112.6   0.2     1    64  2273  2336  2273  2336 0.99 -
Cluster_11_aln       -            627 OR428229.1           -           3899   2.3e-34  110.8   4.4   1   1     1e-34   3.7e-34  110.1   4.4    48   479  1649  2110  1632  2118 0.73 -
Cluster_58_aln       -            487 OR428229.1           -           3899   5.7e-33  106.1   0.0   1   1     3e-33   1.1e-32  105.2   0.0     1   478  2684  3166  2684  3175 0.80 -
Cluster_57_aln       -            456 OR428229.1           -           3899   3.5e-27   87.3  10.7   1   1   5.5e-27     2e-26   84.8  10.9   134   456  1259  1589  1144  1589 0.71 -
Cluster_10_aln       -            594 OR428229.1           -           3899   2.3e-22   71.3   0.1   1   1   1.1e-22   3.9e-22   70.5   0.1   107   400  3408  3708  3338  3719 0.80 -
Cluster_1_aln        -            621 OR428229.1           -           3899   1.2e-21   68.8   0.1   1   1   5.6e-22   2.1e-21   68.1   0.1   110   468  1724  2101  1697  2120 0.75 -
Cluster_19_aln       -            569 OR428229.1           -           3899   4.6e-19   60.2   0.0   1   1     2e-19   7.5e-19   59.6   0.0    42   413  3347  3749  3332  3762 0.75 -
Cluster_61_aln       -            220 OR428229.1           -           3899   7.6e-15   47.3   0.1   1   1     4e-15   1.5e-14   46.3   0.1     3   216  2686  2894  2684  2897 0.90 -
Cluster_0_aln        -            903 OR428229.1           -           3899   2.4e-09   27.9   0.0   1   1   1.6e-08     6e-08   23.3   0.0   522   782  3512  3747  3484  3761 0.78 -
Cluster_20_aln       -            683 LC780768.1           -           3899         0 1365.6   0.1   1   1         0         0 1365.2   0.1     1   683  1590  2272  1590  2272 1.00 -
Cluster_18_aln       -            717 LC780768.1           -           3899         0 1329.5   1.5   1   1         0         0 1329.1   1.5     1   716  3181  3895  3181  3896 0.99 -
Cluster_36_aln       -            498 LC780768.1           -           3899  6.4e-249  818.7   0.4   1   1  2.5e-249    9e-249  818.2   0.4     1   498  2684  3180  2684  3180 0.99 -
Cluster_35_aln       -            454 LC780768.1           -           3899    2e-225  740.7   3.0   1   1  8.3e-226    3e-225  740.1   3.0     5   454  1141  1589  1137  1589 0.99 -
Cluster_23_aln       -            347 LC780768.1           -           3899  3.7e-189  620.2   1.6   1   1    1e-189  3.7e-189  620.2   1.6     2   347  2338  2683  2337  2683 1.00 -
Cluster_24_aln       -            374 LC780768.1           -           3899  4.3e-175  574.7   0.2   1   1  2.3e-175  8.6e-175  573.7   0.2     2   373   691  1061   690  1062 0.99 -
Cluster_26_aln       -            227 LC780768.1           -           3899  6.1e-121  394.5   3.0   1   1  3.6e-121  1.3e-120  393.4   3.0     1   227   268   494   268   494 0.99 -
Cluster_27_aln       -            198 LC780768.1           -           3899   1.6e-98  320.6   0.1   1   1   1.1e-98   4.1e-98  319.3   0.1     2   198   496   689   495   689 0.99 -
Cluster_32_aln       -            168 LC780768.1           -           3899   8.6e-86  278.1   0.0   1   1   5.1e-86   1.9e-85  276.9   0.0     1   168     1   168     1   168 1.00 -
Cluster_28_aln       -            101 LC780768.1           -           3899     8e-48  153.0   6.0   1   1   4.7e-48   1.7e-47  151.9   6.0     2   100   168   266   167   267 0.97 -
