#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Cluster_26_aln       -            227 PQ645168.1           -           3636   1.5e-85  278.7   0.2   1   1   7.4e-86     3e-85  277.7   0.2     3   212   294   499   292   510 0.96 -
Cluster_27_aln       -            198 PQ645168.1           -           3636     1e-73  239.7   6.8   1   1   2.6e-74     1e-73  239.7   6.8     2   198   503   700   502   700 0.99 -
Cluster_24_aln       -            374 PQ645168.1           -           3636   1.1e-56  185.0   6.9   1   1     2e-56     8e-56  182.2   6.9   100   372   699   940   695   942 0.90 -
Cluster_11_aln       -            627 PQ645168.1           -           3636   9.6e-41  131.9   2.0   1   1   3.9e-41   1.6e-40  131.2   2.0    42   477  1372  1839  1357  1857 0.75 -
Cluster_21_aln       -            629 PQ645168.1           -           3636   4.3e-38  123.1   0.8   1   1   1.7e-38   6.7e-38  122.5   0.8   129   486  1471  1845  1374  1862 0.76 -
Cluster_28_aln       -            101 PQ645168.1           -           3636   1.3e-32  104.2   7.1   1   1     1e-32   4.1e-32  102.5   7.1     3    99   190   287   185   289 0.92 -
Cluster_29_aln       -             64 PQ645168.1           -           3636   3.9e-27   86.4   0.0   1   1   2.2e-27     9e-27   85.3   0.0     1    61  2008  2068  2008  2072 0.94 -
Cluster_36_aln       -            498 PQ645168.1           -           3636   5.2e-19   60.3   0.0   1   1   2.4e-19   9.5e-19   59.5   0.0     1   210  2413  2627  2413  2631 0.90 -
Cluster_19_aln       -            569 PQ645168.1           -           3636   3.9e-18   57.2   0.0   1   1   1.5e-18   6.2e-18   56.5   0.0    43   411  3082  3478  3073  3490 0.76 -
Cluster_10_aln       -            594 PQ645168.1           -           3636   4.8e-17   53.7   0.0   1   1   2.1e-17   8.3e-17   52.9   0.0   118   331  3153  3371  3141  3419 0.79 -
Cluster_1_aln        -            621 PQ645168.1           -           3636   6.8e-16   49.8   0.2   1   1   2.9e-16   1.2e-15   49.0   0.2   119   481  1464  1842  1368  1862 0.73 -
Cluster_58_aln       -            487 PQ645168.1           -           3636   8.5e-08   23.1   0.0   1   1   4.1e-08   1.7e-07   22.1   0.0     5   210  2416  2626  2413  2635 0.74 -
Cluster_20_aln       -            683 PQ645169.1           -           3636         0 1096.7   5.8   1   1         0         0 1096.3   5.8     1   683  1320  2006  1320  2006 0.99 -
Cluster_18_aln       -            717 PQ645169.1           -           3636         0 1032.8   0.0   1   1         0         0 1032.2   0.0     9   715  2923  3625  2918  3627 0.96 -
Cluster_56_aln       -            359 PQ645169.1           -           3636  1.8e-211  693.9  18.7   1   1  7.9e-212    3e-211  693.2  18.0     1   359   924  1282   924  1282 1.00 -
Cluster_23_aln       -            347 PQ645169.1           -           3636  3.7e-145  475.5   0.5   1   1    2e-145  7.8e-145  474.5   0.5     4   345  2077  2410  2074  2412 0.96 -
Cluster_61_aln       -            220 PQ645169.1           -           3636  2.6e-128  418.3   0.0   1   1  1.1e-128  4.4e-128  417.5   0.0     1   219  2413  2631  2413  2632 0.99 -
Cluster_63_aln       -            180 PQ645169.1           -           3636  6.3e-102  331.0   0.5   1   1  3.6e-102  1.4e-101  329.9   0.5     1   180     1   180     1   180 1.00 -
Cluster_26_aln       -            227 PQ645169.1           -           3636   1.5e-85  278.7   0.2   1   1   7.8e-86     3e-85  277.7   0.2     3   212   294   499   292   510 0.96 -
Cluster_27_aln       -            198 PQ645169.1           -           3636   2.1e-73  238.7   6.2   1   1   5.4e-74   2.1e-73  238.7   6.2     2   198   503   700   502   700 0.99 -
Cluster_24_aln       -            374 PQ645169.1           -           3636   1.1e-56  185.0   6.9   1   1   2.1e-56     8e-56  182.2   6.9   100   372   699   940   695   942 0.90 -
Cluster_11_aln       -            627 PQ645169.1           -           3636   9.6e-41  131.9   2.0   1   1   4.1e-41   1.6e-40  131.2   2.0    42   477  1372  1839  1357  1857 0.75 -
Cluster_21_aln       -            629 PQ645169.1           -           3636   4.3e-38  123.1   0.8   1   1   1.7e-38   6.7e-38  122.5   0.8   129   486  1471  1845  1374  1862 0.76 -
Cluster_28_aln       -            101 PQ645169.1           -           3636   1.3e-32  104.2   7.1   1   1   1.1e-32   4.1e-32  102.5   7.1     3    99   190   287   185   289 0.92 -
Cluster_29_aln       -             64 PQ645169.1           -           3636   3.9e-27   86.4   0.0   1   1   2.3e-27     9e-27   85.3   0.0     1    61  2008  2068  2008  2072 0.94 -
Cluster_36_aln       -            498 PQ645169.1           -           3636   7.6e-19   59.8   0.0   1   1   3.6e-19   1.4e-18   58.9   0.0     1   210  2413  2627  2413  2631 0.89 -
Cluster_19_aln       -            569 PQ645169.1           -           3636   3.9e-18   57.2   0.0   1   1   1.6e-18   6.2e-18   56.5   0.0    43   411  3082  3478  3073  3490 0.76 -
Cluster_10_aln       -            594 PQ645169.1           -           3636   4.8e-17   53.7   0.0   1   1   2.2e-17   8.3e-17   52.9   0.0   118   331  3153  3371  3141  3419 0.79 -
Cluster_1_aln        -            621 PQ645169.1           -           3636   6.8e-16   49.8   0.2   1   1   3.1e-16   1.2e-15   49.0   0.2   119   481  1464  1842  1368  1862 0.73 -
Cluster_58_aln       -            487 PQ645169.1           -           3636     8e-08   23.2   0.0   1   1     4e-08   1.5e-07   22.2   0.0     5   210  2416  2626  2413  2635 0.74 -
Cluster_20_aln       -            683 NC_038964.1          -           3636         0 1095.8   5.4   1   1         0         0 1095.4   5.4     1   683  1320  2006  1320  2006 0.99 -
Cluster_18_aln       -            717 NC_038964.1          -           3636         0 1038.6   0.0   1   1         0         0 1037.9   0.0     9   715  2923  3625  2918  3627 0.96 -
Cluster_56_aln       -            359 NC_038964.1          -           3636  2.3e-222  729.8  19.5   1   1  1.8e-222  7.4e-222  728.1  19.5     1   359   924  1282   924  1282 1.00 -
Cluster_23_aln       -            347 NC_038964.1          -           3636  2.3e-145  476.2   0.8   1   1    1e-145  4.1e-145  475.4   0.8     3   345  2076  2410  2074  2412 0.96 -
Cluster_61_aln       -            220 NC_038964.1          -           3636  7.5e-135  439.7   0.0   1   1    3e-135  1.2e-134  438.9   0.0     1   219  2413  2631  2413  2632 0.99 -
Cluster_63_aln       -            180 NC_038964.1          -           3636  1.1e-110  359.5   1.2   1   1    6e-111  2.5e-110  358.4   1.2     1   180     1   180     1   180 1.00 -
Cluster_26_aln       -            227 NC_038964.1          -           3636   1.7e-85  278.5   0.4   1   1   8.6e-86   3.5e-85  277.5   0.4     3   211   294   498   292   509 0.96 -
Cluster_27_aln       -            198 NC_038964.1          -           3636   5.1e-74  240.7   5.4   1   1   1.3e-74   5.1e-74  240.7   5.4     2   198   503   700   502   700 0.99 -
Cluster_24_aln       -            374 NC_038964.1          -           3636   2.4e-59  193.8   9.3   1   1   5.9e-60   2.4e-59  193.8   9.3   100   372   699   940   695   942 0.93 -
Cluster_11_aln       -            627 NC_038964.1          -           3636   2.6e-40  130.5   2.1   1   1     1e-40   4.2e-40  129.8   2.1    42   477  1372  1839  1358  1857 0.75 -
Cluster_21_aln       -            629 NC_038964.1          -           3636   8.3e-38  122.2   1.1   1   1   3.1e-38   1.3e-37  121.5   1.1   129   486  1471  1845  1375  1862 0.76 -
Cluster_28_aln       -            101 NC_038964.1          -           3636   2.6e-33  106.4   5.1   1   1   2.3e-33   9.3e-33  104.6   5.1     3    99   190   287   185   289 0.92 -
Cluster_29_aln       -             64 NC_038964.1          -           3636   1.5e-27   87.8   0.0   1   1   8.7e-28   3.5e-27   86.6   0.0     1    62  2008  2069  2008  2073 0.95 -
Cluster_36_aln       -            498 NC_038964.1          -           3636   2.6e-18   58.0   0.0   1   1     3e-18   1.2e-17   55.8   0.0     1   210  2413  2627  2413  2630 0.90 -
Cluster_19_aln       -            569 NC_038964.1          -           3636   1.5e-17   55.3   0.0   1   1   5.9e-18   2.4e-17   54.6   0.0    43   409  3082  3476  3078  3491 0.76 -
Cluster_10_aln       -            594 NC_038964.1          -           3636   1.2e-16   52.4   0.0   1   1   5.1e-17   2.1e-16   51.6   0.0   118   330  3153  3370  3144  3413 0.79 -
Cluster_1_aln        -            621 NC_038964.1          -           3636   7.1e-16   49.8   0.2   1   1     3e-16   1.2e-15   49.0   0.2   119   481  1464  1842  1371  1862 0.74 -
Cluster_58_aln       -            487 NC_038964.1          -           3636   1.7e-07   22.1   0.0   1   1   8.4e-08   3.4e-07   21.1   0.0     5   210  2416  2626  2413  2636 0.74 -
Cluster_20_aln       -            683 NC_030653.1          -           3636         0 1094.6   5.5   1   1         0         0 1094.2   5.5     1   683  1320  2006  1320  2006 0.99 -
Cluster_18_aln       -            717 NC_030653.1          -           3636         0 1027.0   0.0   1   1         0         0 1026.3   0.0    10   692  2924  3607  2918  3628 0.96 -
Cluster_56_aln       -            359 NC_030653.1          -           3636  8.7e-214  701.5  19.1   1   1  4.6e-214  1.8e-213  700.5  18.7     1   359   924  1282   924  1282 1.00 -
Cluster_23_aln       -            347 NC_030653.1          -           3636    8e-145  474.4   0.6   1   1  4.4e-145  1.7e-144  473.4   0.6     3   345  2076  2410  2074  2412 0.96 -
Cluster_61_aln       -            220 NC_030653.1          -           3636  2.1e-129  421.9   0.0   1   1  8.9e-130  3.4e-129  421.1   0.0     1   219  2413  2631  2413  2632 0.99 -
Cluster_63_aln       -            180 NC_030653.1          -           3636  1.2e-101  330.1   0.5   1   1  6.9e-102  2.6e-101  329.0   0.5     1   180     1   180     1   180 1.00 -
Cluster_26_aln       -            227 NC_030653.1          -           3636   3.4e-85  277.5   0.5   1   1   1.7e-85   6.7e-85  276.6   0.5     3   212   294   499   292   510 0.96 -
Cluster_27_aln       -            198 NC_030653.1          -           3636   3.2e-73  238.1   6.3   1   1   8.4e-74   3.2e-73  238.1   6.3     3   198   504   700   502   700 0.99 -
Cluster_24_aln       -            374 NC_030653.1          -           3636   5.1e-56  182.8   7.0   1   1   1.3e-56   5.1e-56  182.8   7.0   100   372   699   940   695   942 0.90 -
Cluster_11_aln       -            627 NC_030653.1          -           3636   9.8e-41  131.9   1.9   1   1   4.1e-41   1.6e-40  131.2   1.9    42   477  1372  1839  1357  1857 0.76 -
Cluster_21_aln       -            629 NC_030653.1          -           3636   5.9e-38  122.6   0.7   1   1   2.4e-38   9.2e-38  122.0   0.7   129   486  1471  1845  1374  1862 0.76 -
Cluster_28_aln       -            101 NC_030653.1          -           3636   5.5e-32  102.1   5.4   1   1   5.3e-32     2e-31  100.3   5.4     3    99   190   287   185   289 0.93 -
Cluster_29_aln       -             64 NC_030653.1          -           3636   4.3e-27   86.3   0.0   1   1   2.5e-27   9.8e-27   85.2   0.0     1    61  2008  2068  2008  2072 0.94 -
Cluster_36_aln       -            498 NC_030653.1          -           3636   1.2e-19   62.4   0.0   1   1   5.3e-20     2e-19   61.7   0.0     1   210  2413  2627  2413  2631 0.90 -
Cluster_19_aln       -            569 NC_030653.1          -           3636   2.8e-17   54.3   0.0   1   1   1.2e-17   4.6e-17   53.7   0.0    43   411  3082  3478  3075  3491 0.75 -
Cluster_10_aln       -            594 NC_030653.1          -           3636   2.6e-16   51.3   0.0   1   1   1.2e-16   4.7e-16   50.4   0.0   118   331  3153  3371  3143  3414 0.79 -
Cluster_1_aln        -            621 NC_030653.1          -           3636   8.4e-16   49.5   0.2   1   1   3.9e-16   1.5e-15   48.7   0.2   119   481  1464  1842  1368  1862 0.73 -
Cluster_58_aln       -            487 NC_030653.1          -           3636   1.8e-07   22.0   0.0   1   1   8.7e-08   3.3e-07   21.1   0.0     5   211  2416  2627  2413  2640 0.74 -
Cluster_20_aln       -            683 OQ032517.1           -           3636         0 1091.9   6.1   1   1         0         0 1091.5   6.1     1   683  1320  2006  1320  2006 0.99 -
Cluster_18_aln       -            717 OQ032517.1           -           3636         0 1022.9   0.0   1   1         0         0 1022.2   0.0    10   708  2924  3618  2918  3627 0.95 -
Cluster_56_aln       -            359 OQ032517.1           -           3636  1.1e-211  694.7  18.2   1   1  5.7e-212  2.5e-211  693.5  18.2     1   359   924  1282   924  1282 1.00 -
Cluster_23_aln       -            347 OQ032517.1           -           3636    8e-144  471.1   1.5   1   1  3.5e-144  1.5e-143  470.3   1.5    28   345  2094  2410  2074  2412 0.96 -
Cluster_61_aln       -            220 OQ032517.1           -           3636  1.1e-120  393.3   0.0   1   1  4.8e-121  2.1e-120  392.4   0.0     1   219  2413  2631  2413  2632 0.99 -
Cluster_63_aln       -            180 OQ032517.1           -           3636   2.1e-98  319.6   0.4   1   1     1e-98   4.3e-98  318.5   0.4     1   180     1   180     1   180 1.00 -
Cluster_26_aln       -            227 OQ032517.1           -           3636   4.4e-85  277.2   0.5   1   1   2.1e-85   8.8e-85  276.2   0.5     3   212   294   499   292   510 0.95 -
Cluster_27_aln       -            198 OQ032517.1           -           3636   2.6e-71  231.8   7.3   1   1   6.1e-72   2.6e-71  231.8   7.3     2   198   503   700   502   700 0.98 -
Cluster_24_aln       -            374 OQ032517.1           -           3636   1.2e-57  188.2   8.6   1   1   2.9e-58   1.2e-57  188.2   8.6   100   372   699   940   694   942 0.91 -
Cluster_11_aln       -            627 OQ032517.1           -           3636   1.5e-40  131.2   2.1   1   1   5.7e-41   2.4e-40  130.6   2.1    44   477  1374  1839  1357  1859 0.76 -
Cluster_21_aln       -            629 OQ032517.1           -           3636   5.6e-38  122.7   1.0   1   1   2.2e-38   9.3e-38  122.0   1.0   129   486  1471  1845  1367  1862 0.75 -
Cluster_28_aln       -            101 OQ032517.1           -           3636   5.8e-32  102.0   7.3   1   1     5e-32   2.1e-31  100.2   7.3     3    97   190   285   185   289 0.92 -
Cluster_29_aln       -             64 OQ032517.1           -           3636   3.7e-27   86.5   0.0   1   1   2.1e-27   8.9e-27   85.3   0.0     1    62  2008  2069  2008  2072 0.95 -
Cluster_36_aln       -            498 OQ032517.1           -           3636   2.1e-19   61.6   0.0   1   1   8.2e-20   3.5e-19   60.9   0.0     1   210  2413  2627  2413  2631 0.88 -
Cluster_19_aln       -            569 OQ032517.1           -           3636   2.4e-18   57.9   0.0   1   1   9.2e-19   3.9e-18   57.2   0.0    43   411  3082  3478  3078  3491 0.77 -
Cluster_10_aln       -            594 OQ032517.1           -           3636   6.7e-16   49.9   0.0   1   1     3e-16   1.3e-15   49.0   0.0   154   331  3191  3371  3151  3418 0.79 -
Cluster_1_aln        -            621 OQ032517.1           -           3636     7e-16   49.8   0.4   1   1   2.8e-16   1.2e-15   49.0   0.4   119   481  1464  1842  1365  1868 0.72 -
Cluster_58_aln       -            487 OQ032517.1           -           3636   3.3e-07   21.1   0.0   1   1   1.5e-07   6.2e-07   20.2   0.0     8   211  2419  2627  2413  2678 0.75 -
Cluster_20_aln       -            683 OP381297.1           -           3636         0 1091.1   5.8   1   1         0         0 1090.8   5.8     1   683  1320  2006  1320  2006 0.99 -
Cluster_18_aln       -            717 OP381297.1           -           3636         0 1021.5   0.0   1   1         0         0 1020.8   0.0    10   708  2924  3618  2918  3627 0.95 -
Cluster_56_aln       -            359 OP381297.1           -           3636  4.7e-209  686.0  16.7   1   1  2.6e-209  1.1e-208  684.7  16.7     1   359   924  1282   924  1282 1.00 -
Cluster_23_aln       -            347 OP381297.1           -           3636  5.3e-144  471.7   1.4   1   1  2.4e-144    1e-143  470.8   1.4    28   345  2094  2410  2074  2412 0.96 -
Cluster_61_aln       -            220 OP381297.1           -           3636  3.5e-121  394.9   0.0   1   1  1.4e-121  6.1e-121  394.2   0.0     1   220  2413  2632  2413  2632 0.99 -
Cluster_63_aln       -            180 OP381297.1           -           3636   8.7e-98  317.5   0.4   1   1   4.2e-98   1.8e-97  316.5   0.4     1   180     1   180     1   180 1.00 -
Cluster_26_aln       -            227 OP381297.1           -           3636   1.1e-84  275.9   0.4   1   1   5.1e-85   2.2e-84  274.9   0.4     3   210   294   497   292   509 0.95 -
Cluster_27_aln       -            198 OP381297.1           -           3636   2.7e-72  235.1   7.0   1   1   6.2e-73   2.7e-72  235.1   7.0     2   198   503   700   502   700 0.99 -
Cluster_24_aln       -            374 OP381297.1           -           3636   9.5e-57  185.2   8.5   1   1   2.2e-57   9.5e-57  185.2   8.5   100   372   699   940   695   942 0.91 -
Cluster_11_aln       -            627 OP381297.1           -           3636   1.5e-40  131.2   2.0   1   1   5.9e-41   2.5e-40  130.5   2.0    44   477  1374  1839  1357  1859 0.76 -
Cluster_21_aln       -            629 OP381297.1           -           3636   5.9e-38  122.7   1.0   1   1   2.3e-38   9.6e-38  121.9   1.0   129   486  1471  1845  1367  1862 0.75 -
Cluster_28_aln       -            101 OP381297.1           -           3636   3.5e-32  102.7   7.4   1   1   2.5e-32   1.1e-31  101.2   7.4     3    97   190   285   185   289 0.92 -
Cluster_29_aln       -             64 OP381297.1           -           3636   3.9e-27   86.5   0.0   1   1   2.1e-27   9.1e-27   85.3   0.0     1    62  2008  2069  2008  2072 0.95 -
